ID,CHAMP,HT,AT,HG,AG,RSL,MDATE,RD,HODD,DODD,AODD,YEAR,TG
zFpRxOmA,3,22,6,2,2,D,2008-10-09,0,1.53,3.63,5.60,2008,4
zHYVyrH3,3,26,28,2,0,H,2008-06-01,0,2.20,3.20,2.90,2008,2
ziklpWEs,3,27,28,0,0,D,2008-06-14,0,1.74,3.36,4.26,2008,0
zio11QjR,3,26,19,1,0,H,2008-07-26,0,3.05,3.21,2.16,2008,1
zJAzNd9i,3,25,12,2,3,A,2008-11-08,0,3.69,3.34,1.87,2008,5
zJX3Z3Da,3,17,3,1,2,A,2008-08-03,0,2.04,3.20,3.30,2008,3
zwx0ItIR,3,26,24,3,2,H,2008-09-13,0,2.32,3.21,2.75,2008,5
zXKuUR5J,3,27,10,0,1,A,2008-08-01,0,2.20,3.20,2.96,2008,1
zZTPRMb0,3,27,4,0,1,A,2008-09-06,0,2.22,3.20,2.90,2008,1
06V0Wl3O,4,7,22,5,1,H,2009-08-07,17,1.81,3.31,4.10,2009,6
0AZIcSAr,4,10,20,2,2,D,2009-06-20,7,1.74,3.40,4.34,2009,4
0CfCllqM,4,7,31,3,2,H,2009-09-27,26,2.14,3.22,3.11,2009,5
0ChBOIcK,4,7,3,1,1,D,2009-07-26,14,2.49,3.21,2.61,2009,2
0fLelAm5,4,15,31,2,2,D,2009-08-08,18,1.72,3.39,4.35,2009,4
0hxFjbCm,4,14,10,0,0,D,2009-10-08,28,2.45,3.22,2.64,2009,0
0IaxK5MF,4,14,31,1,3,A,2009-07-25,14,1.98,3.26,3.53,2009,4
0lzf1LPC,4,4,10,3,3,D,2009-08-30,22,2.11,3.26,3.16,2009,6
0nD1ibwh,4,31,1,3,1,H,2009-11-15,35,1.95,3.31,3.60,2009,4
0O6sNgC2,4,31,22,2,2,D,2009-10-25,31,1.62,3.53,5.00,2009,4
0OWtKBpN,4,15,30,1,0,H,2009-09-13,24,1.56,3.57,5.69,2009,1
0WEfhFBP,4,17,23,1,1,D,2009-08-02,16,1.36,4.25,7.90,2009,2
0zPhW7Gq,4,17,31,0,0,D,2009-05-16,2,1.44,3.93,6.56,2009,0
25bernMk,4,22,30,2,1,H,2009-09-27,26,1.76,3.40,4.21,2009,3
2aynIIRQ,4,30,17,1,2,A,2009-05-24,3,2.41,3.20,2.65,2009,3
2DCzKCjM,4,12,22,4,0,H,2009-12-06,38,1.19,5.71,11.96,2009,4
2gE74Y0H,4,7,23,1,1,D,2009-09-06,23,1.63,3.53,4.89,2009,2
2gWOj6ht,4,29,30,0,0,D,2009-10-08,28,1.82,3.35,4.03,2009,0
2HIANltr,4,22,29,1,1,D,2009-05-09,1,1.59,3.45,5.18,2009,2
2iifaF5D,4,22,23,3,3,D,2009-07-26,14,1.64,3.44,5.06,2009,6
2iZ4mjvB,4,30,14,1,0,H,2009-07-16,11,1.95,3.29,3.58,2009,1
2ktx80ZJ,4,17,7,2,0,H,2009-10-04,27,1.80,3.37,4.05,2009,2
2otqjkg4,4,8,30,1,0,H,2009-07-18,12,1.48,3.75,6.37,2009,1
2sx9oacf,4,24,29,2,1,H,2009-10-03,27,1.62,3.53,4.95,2009,3
2uNyxXU3,4,15,4,0,0,D,2009-09-20,25,1.77,3.40,4.16,2009,0
2uod43ih,4,17,12,2,1,H,2009-10-10,29,2.46,3.19,2.63,2009,3
428ubHt8,4,22,20,1,0,H,2009-07-12,10,2.08,3.22,3.26,2009,1
42vXFYZC,4,23,15,1,2,A,2009-07-30,15,2.56,3.23,2.52,2009,3
44wNyUhM,4,24,10,2,1,H,2009-05-16,2,2.27,3.21,2.86,2009,3
46GJDATk,4,24,1,0,3,A,2009-12-05,38,1.68,3.51,4.69,2009,3
4CemajKe,4,24,28,1,0,H,2009-10-24,31,1.67,3.47,4.72,2009,1
4jht2alI,4,4,20,1,4,A,2009-06-27,8,1.92,3.27,3.66,2009,5
4nb7LD04,4,28,8,3,2,H,2009-09-13,24,2.58,3.21,2.49,2009,5
4Oimi9ZE,4,12,7,1,0,H,2009-08-20,20,1.45,3.83,6.87,2009,1
4vxhYAYB,4,20,17,3,2,H,2009-08-06,17,2.03,3.24,3.36,2009,5
4xNLm81K,4,19,31,2,1,H,2009-05-31,4,1.48,3.77,6.30,2009,3
4xsIRAIK,4,31,24,2,2,D,2009-05-09,1,2.22,3.23,2.89,2009,4
4Y87cBEd,4,22,19,1,2,A,2009-11-29,37,4.33,3.44,1.74,2009,3
4zzNoMyO,4,30,7,1,2,A,2009-10-10,29,2.08,3.23,3.22,2009,3
63jKLoYD,4,3,23,4,2,H,2009-08-23,21,1.44,3.83,7.18,2009,6
63K8U3nJ,4,10,12,1,1,D,2009-11-05,34,2.24,3.25,2.94,2009,2
67YBHNo2,4,31,4,1,2,A,2009-07-11,10,2.38,3.22,2.71,2009,3
6ahGlW02,4,20,19,0,1,A,2009-05-23,3,2.11,3.21,3.17,2009,1
6ar7ZN0D,4,12,30,1,1,D,2009-06-13,6,1.48,3.74,6.39,2009,2
6FpQaCkq,4,23,29,2,1,H,2009-10-24,31,2.06,3.26,3.28,2009,3
6gXlUoS1,4,20,28,3,2,H,2009-08-16,19,1.57,3.53,5.56,2009,5
6JdZmaHu,4,23,19,0,2,A,2009-07-05,9,3.23,3.24,2.06,2009,2
6JnzhBOi,4,4,3,1,1,D,2009-08-28,11,2.06,3.27,3.29,2009,2
6JURXgKg,4,30,20,1,2,A,2009-08-02,16,2.42,3.24,2.66,2009,3
6LNR3wir,4,4,19,3,2,H,2009-07-25,14,1.98,3.35,3.42,2009,5
6Vr85nJK,4,31,17,3,0,H,2009-08-23,21,1.78,3.38,4.07,2009,3
6XkJkNF6,4,8,3,3,1,H,2009-06-14,6,1.96,3.26,3.55,2009,4
6XLikjYb,4,23,30,2,1,H,2009-08-08,18,2.17,3.24,3.05,2009,3
88tEmr7B,4,15,28,0,0,D,2009-10-12,29,1.84,3.31,3.96,2009,0
8K4bNZVi,4,3,12,1,2,A,2009-09-06,23,2.20,3.21,2.98,2009,3
8lEZTi4C,4,1,31,0,0,D,2009-08-02,16,1.89,3.28,3.79,2009,0
8Oniapdl,4,7,29,0,0,D,2009-08-23,21,1.96,3.26,3.52,2009,0
8pOL5yNc,4,17,20,0,0,D,2009-11-22,36,1.39,4.12,7.24,2009,0
8tEEDxzr,4,22,24,2,3,A,2009-05-24,3,1.82,3.31,3.97,2009,5
8veZcOad,4,17,29,1,1,D,2009-07-23,13,1.94,3.30,3.56,2009,2
8W0WzBQK,4,8,20,4,0,H,2009-10-30,32,1.61,3.52,5.17,2009,4
8WE35EoB,4,10,28,1,1,D,2009-09-05,23,1.43,3.94,6.81,2009,2
8Ycp3QMS,4,27,22,1,1,D,2009-07-24,13,1.68,3.42,4.73,2009,2
A54UoDlg,4,3,14,0,2,A,2009-08-06,17,1.45,3.88,6.42,2009,2
A5dAiqof,4,29,31,3,1,H,2009-06-14,6,1.92,3.21,3.72,2009,4
A5l42sM4,4,14,30,3,0,H,2009-10-18,30,1.77,3.37,4.19,2009,3
A5n3xCz3,4,4,14,0,1,A,2009-08-08,18,1.62,3.53,5.02,2009,1
ABPNekAl,4,14,24,0,4,A,2009-06-07,5,2.09,3.24,3.17,2009,4
AByZoJC0,4,30,28,1,0,H,2009-10-03,27,2.19,3.24,2.99,2009,1
AcMGD9Nj,4,4,7,0,0,D,2009-09-13,24,1.87,3.28,3.88,2009,0
AF5XoV5a,4,1,7,4,2,H,2009-07-09,9,1.65,3.48,4.93,2009,6
AHxDoU8N,4,19,7,4,2,H,2009-07-16,11,1.53,3.65,6.15,2009,6
AHxlZjJ5,4,31,30,1,0,H,2009-08-06,17,1.71,3.42,4.60,2009,1
ALf6Vu2j,4,17,1,1,0,H,2009-08-09,18,1.67,3.48,4.70,2009,1
AmBce3bC,4,22,10,3,1,H,2009-06-28,8,1.75,3.45,4.29,2009,4
AmiwYxUQ,4,17,19,4,0,H,2009-06-21,7,2.05,3.23,3.33,2009,4
AP4FU83l,4,12,29,1,0,H,2009-10-31,33,1.47,3.74,6.41,2009,1
AspCbpVq,4,19,12,2,2,D,2009-07-23,13,1.77,3.43,4.22,2009,4
ATIMrEFp,4,4,12,3,2,H,2009-11-22,36,2.49,3.21,2.61,2009,5
b1grbWwo,4,22,4,2,1,H,2009-09-05,23,2.20,3.20,3.03,2009,3
b93Ruvc2,4,3,28,2,0,H,2009-05-23,3,1.56,3.56,5.60,2009,2
b9cBKXFA,4,12,31,2,0,H,2009-09-12,24,1.50,3.64,6.25,2009,2
bkk1RLkd,4,29,7,0,0,D,2009-05-17,2,2.29,3.23,2.78,2009,0
bRxRzl8S,4,27,30,2,4,A,2009-05-16,2,1.93,3.24,3.66,2009,6
bTcCw7Pf,4,17,14,2,1,H,2009-05-31,4,1.57,3.53,5.49,2009,3
bTFNCUrd,4,29,14,0,0,D,2009-12-06,38,1.99,3.30,3.44,2009,0
bTXVWomf,4,24,17,1,3,A,2009-11-08,34,2.10,3.24,3.19,2009,4
C8q46S3E,4,28,14,2,1,H,2009-08-20,20,1.77,3.34,4.16,2009,3
CdVNYZ4m,4,22,8,0,1,A,2009-08-01,16,2.85,3.21,2.30,2009,1
Ch58Gddc,4,14,8,2,2,D,2009-06-20,7,2.43,3.22,2.64,2009,4
CjtGYbaE,4,1,12,3,1,H,2009-06-21,7,2.19,3.23,3.01,2009,4
COHvhRhk,4,3,24,0,3,A,2009-07-12,10,3.00,3.27,2.18,2009,3
CQMagmPJ,4,7,8,1,0,H,2009-11-08,34,2.42,3.22,2.67,2009,1
CS1PbjTE,4,17,10,2,1,H,2009-12-06,38,1.22,5.47,10.86,2009,3
CYSriC3n,4,19,24,3,0,H,2009-09-03,17,1.47,3.89,6.53,2009,3
Cz4Vlxs0,4,7,1,1,1,D,2009-10-08,28,2.26,3.24,2.92,2009,2
d8umk98A,4,29,23,4,0,H,2009-07-19,12,1.53,3.70,5.72,2009,4
dA0in7Cr,4,24,31,2,2,D,2009-08-21,20,1.88,3.27,3.89,2009,4
dbfpIK5A,4,20,7,2,2,D,2009-10-25,31,1.69,3.45,4.63,2009,4
dCJjkPx8,4,7,30,0,1,A,2009-07-12,10,1.89,3.29,3.79,2009,1
dEY8nAgH,4,15,29,3,3,D,2009-07-16,11,1.84,3.37,3.99,2009,6
dfICEk8p,4,29,20,3,1,H,2009-09-13,24,2.02,3.30,3.32,2009,4
dGVSkQ7n,4,4,24,3,1,H,2009-10-09,28,1.99,3.29,3.51,2009,4
dh7G2CVT,4,1,15,2,1,H,2009-09-03,23,2.19,3.21,3.09,2009,3
dj0jLXtF,4,19,10,1,0,H,2009-10-25,31,2.00,3.24,3.43,2009,1
djWT4nhG,4,30,3,0,2,A,2009-07-23,13,2.34,3.21,2.77,2009,2
dQtTxWk9,4,3,15,0,0,D,2009-08-16,19,1.86,3.34,3.86,2009,0
dScas6yd,4,8,14,2,1,H,2009-09-26,26,1.44,3.87,6.84,2009,3
dSebHzjf,4,3,22,1,0,H,2009-07-30,15,1.51,3.69,6.18,2009,1
dv4I7dnn,4,17,30,3,0,H,2009-08-29,22,1.77,3.34,4.22,2009,3
dWJmd9Pf,4,31,12,0,0,D,2009-06-07,5,3.37,3.27,2.01,2009,0
E3vIqNGI,4,8,22,2,2,D,2009-11-12,35,1.29,4.72,9.17,2009,4
E91SyiBE,4,22,27,1,1,D,2009-10-30,32,1.71,3.45,4.47,2009,2
EBbt467M,4,15,14,1,0,H,2009-07-23,13,1.59,3.58,5.31,2009,1
EcXjlzhN,4,24,19,0,1,A,2009-11-22,36,2.11,3.24,3.18,2009,1
EHgVxdsQ,4,17,24,3,1,H,2009-07-31,15,2.11,3.21,3.23,2009,4
Ei0nlUTF,4,19,17,0,0,D,2009-09-27,26,1.70,3.48,4.53,2009,0
EJMdHvLG,4,1,3,0,1,A,2009-10-25,31,2.20,3.23,3.01,2009,1
EJYoIGzl,4,27,4,2,2,D,2009-07-30,15,2.43,3.15,2.75,2009,4
EosAlOi5,4,23,8,3,0,H,2009-10-12,29,2.93,3.23,2.24,2009,3
ERAoMDR8,4,27,14,3,2,H,2009-10-25,31,2.05,3.23,3.29,2009,5
ERtP5SxA,4,31,10,1,0,H,2009-07-23,13,2.66,3.21,2.42,2009,1
ETHB3hGN,4,20,27,2,2,D,2009-09-06,23,1.50,3.68,6.11,2009,4
EwiUm7hT,4,22,31,1,3,A,2009-07-19,12,1.61,3.53,5.23,2009,4
EZ4uJ0j4,4,4,17,0,1,A,2009-10-25,31,2.40,3.23,2.69,2009,1
f5Io6ex4,4,28,29,2,1,H,2009-11-22,36,1.77,3.43,4.21,2009,3
f9C3TVYO,4,28,12,0,1,A,2009-08-02,16,2.51,3.19,2.60,2009,1
fagzldd6,4,28,17,3,3,D,2009-10-08,28,1.94,3.32,3.63,2009,6
fBNByDFc,4,19,3,2,3,A,2009-09-13,24,1.60,3.55,5.20,2009,5
fcImjWIh,4,24,8,1,1,D,2009-08-13,18,2.44,3.19,2.70,2009,2
fFyJkIRg,4,19,23,3,1,H,2009-10-08,28,1.29,4.72,9.70,2009,4
fHfDFGB3,4,30,22,2,1,H,2009-06-20,7,1.94,3.29,3.59,2009,3
fHhXENuf,4,15,7,2,0,H,2009-08-30,22,1.65,3.48,4.97,2009,2
fkEqt8Wp,4,23,28,1,1,D,2009-07-17,11,2.60,3.25,2.48,2009,2
fmaG69T2,4,29,3,0,1,A,2009-09-26,26,2.23,3.23,2.95,2009,1
fN7NQpf7,4,15,1,3,1,H,2009-05-31,4,1.71,3.45,4.52,2009,4
fopPASw8,4,7,15,1,4,A,2009-05-24,3,1.97,3.26,3.49,2009,5
fqDAJhyG,4,28,20,2,2,D,2009-12-06,38,1.58,3.65,5.45,2009,4
fqoLbOQ0,4,1,4,3,3,D,2009-08-23,21,1.97,3.23,3.59,2009,6
fsbTISIf,4,23,22,3,2,H,2009-11-01,33,2.28,3.18,2.90,2009,5
fZiFNxDQ,4,8,7,1,0,H,2009-07-30,15,1.38,4.11,7.88,2009,1
fZXwKvcE,4,8,12,0,0,D,2009-05-24,3,2.26,3.21,2.86,2009,0
Gbe2WLnp,4,29,10,1,0,H,2009-08-09,18,2.31,3.27,2.79,2009,1
GdnxH6m7,4,3,7,2,3,A,2009-11-01,33,1.59,3.52,5.24,2009,5
GfoLB8O1,4,14,23,2,3,A,2009-05-24,3,1.74,3.37,4.36,2009,5
GhE6KYL9,4,30,23,5,3,H,2009-11-29,37,1.62,3.61,4.94,2009,8
GhnHa4Bf,4,20,15,2,1,H,2009-08-23,21,1.87,3.30,3.84,2009,3
GhSDi7wq,4,14,19,3,2,H,2009-07-12,10,2.71,3.23,2.36,2009,5
GIDaUBJI,4,14,7,1,0,H,2009-08-02,16,2.67,3.18,2.45,2009,1
GK6f4Z6G,4,14,4,2,0,H,2009-11-29,37,1.94,3.29,3.61,2009,2
GKO7xg0i,4,27,1,1,1,D,2009-09-17,24,2.30,3.25,2.83,2009,2
Gl0BCmJ7,4,28,1,0,1,A,2009-10-29,32,2.01,3.27,3.41,2009,1
GQqStRw9,4,8,23,4,1,H,2009-07-11,10,1.35,4.31,8.08,2009,5
Grk03N6b,4,31,20,2,1,H,2009-10-17,30,2.05,3.28,3.28,2009,3
GrZZKKs8,4,10,4,2,0,H,2009-05-24,3,1.72,3.43,4.39,2009,2
GWttD1A6,4,29,1,2,2,D,2009-08-27,22,2.22,3.22,2.99,2009,4
GYoNWK4k,4,28,22,1,0,H,2009-05-17,2,2.02,3.24,3.40,2009,1
hC02fNDI,4,28,30,4,1,H,2009-06-28,8,1.73,3.41,4.41,2009,5
hEBG11yB,4,10,27,2,0,H,2009-10-18,30,1.53,3.64,5.86,2009,2
hjqVKnQ0,4,3,17,2,0,H,2009-05-10,1,1.97,3.28,3.45,2009,2
hlWfmf7T,4,30,31,4,2,H,2009-11-22,36,2.19,3.26,2.98,2009,6
hOSqokL5,4,27,12,2,0,H,2009-07-05,9,2.75,3.22,2.35,2009,2
htpGVmrq,4,1,24,2,0,H,2009-08-16,19,1.95,3.30,3.53,2009,2
htSHplOT,4,17,8,1,2,A,2009-07-16,11,1.98,3.27,3.51,2009,3
hUoFj300,4,19,28,0,0,D,2009-06-14,6,1.65,3.45,4.90,2009,0
hxCwjja3,4,23,24,0,0,D,2009-09-19,25,2.54,3.22,2.50,2009,0
hxf0pose,4,4,30,1,2,A,2009-08-20,20,1.58,3.57,5.40,2009,3
I52LaWD8,4,19,30,4,1,H,2009-12-06,38,1.37,4.33,7.51,2009,5
I5ryFhkJ,4,31,28,4,0,H,2009-07-31,15,2.12,3.25,3.16,2009,4
IDxXYRXm,4,15,23,3,1,H,2009-11-07,34,1.72,3.45,4.45,2009,4
IJiEi5Sd,4,19,8,2,0,H,2009-05-17,2,2.01,3.25,3.39,2009,2
IJm6do8Q,4,27,17,5,0,H,2009-06-14,6,2.58,3.21,2.49,2009,5
Io8dfmf7,4,22,17,4,2,H,2009-06-07,5,2.40,3.19,2.69,2009,6
IRsQmGxH,4,15,27,4,0,H,2009-11-22,36,1.85,3.33,3.91,2009,4
IstdXUmI,4,23,1,1,0,H,2009-08-06,17,2.51,3.22,2.59,2009,1
IuVyyAKL,4,30,19,0,2,A,2009-08-15,19,2.85,3.23,2.29,2009,2
IVgC2LJ5,4,29,24,4,2,H,2009-06-27,8,2.65,3.24,2.42,2009,6
Iyo9oqn6,4,12,28,2,0,H,2009-11-14,35,1.46,3.83,6.83,2009,2
j13M6G1h,4,30,24,1,2,A,2009-09-06,23,2.14,3.26,3.05,2009,3
j3CFEjEq,4,15,3,1,2,A,2009-12-06,38,2.64,3.26,2.47,2009,3
jBAVp0wc,4,24,4,1,1,D,2009-07-05,9,1.65,3.50,4.81,2009,2
jFGrio8e,4,10,1,3,0,H,2009-07-12,10,1.95,3.26,3.56,2009,3
jLLrYUEM,4,31,29,4,0,H,2009-09-20,25,2.02,3.23,3.36,2009,4
jqf3Mgob,4,17,22,3,0,H,2009-09-12,24,1.59,3.52,5.32,2009,3
jqjHjm4R,4,15,10,1,0,H,2009-08-20,20,2.03,3.24,3.37,2009,1
jT1oSfoo,4,3,10,1,1,D,2009-11-14,35,1.66,3.54,4.77,2009,2
jXkMkqc9,4,15,20,3,3,D,2009-05-17,2,1.64,3.47,5.03,2009,6
jZIHllnE,4,29,8,2,2,D,2009-05-31,4,2.80,3.22,2.30,2009,4
KAj8nftP,4,8,31,2,2,D,2009-10-09,28,1.41,3.94,7.53,2009,4
KGei5qxn,4,19,14,1,1,D,2009-10-10,29,1.50,3.62,6.09,2009,2
KrChlWO4,4,20,31,0,2,A,2009-07-16,11,1.47,3.81,6.72,2009,2
KrMvVPH6,4,4,27,2,0,H,2009-11-08,34,1.84,3.35,3.90,2009,2
KSmsFftG,4,31,7,3,2,H,2009-06-20,7,2.27,3.19,2.88,2009,5
KSZXi5Gs,4,7,10,0,0,D,2009-06-14,6,2.24,3.20,2.93,2009,0
KtwEb1xg,4,10,15,1,1,D,2009-05-10,1,1.79,3.35,4.08,2009,2
KYEdnurl,4,15,8,1,3,A,2009-10-04,27,2.39,3.21,2.70,2009,4
KYnC46YQ,4,14,12,1,0,H,2009-08-23,21,2.89,3.19,2.25,2009,1
l2fiqS6q,4,12,1,1,1,D,2009-09-27,26,1.91,3.29,3.67,2009,2
l2zwowS6,4,31,3,2,2,D,2009-10-04,27,2.27,3.22,2.86,2009,4
lAOjIjnE,4,7,4,1,0,H,2009-06-07,5,2.45,3.19,2.64,2009,1
ldTYqKh3,4,30,29,1,1,D,2009-07-04,9,2.01,3.25,3.40,2009,2
ldXsJbCK,4,31,27,2,2,D,2009-05-24,3,1.89,3.32,3.69,2009,4
lfIAo9zC,4,20,3,1,0,H,2009-07-05,9,1.74,3.37,4.32,2009,1
lGqi7Uhi,4,12,15,2,1,H,2009-07-19,12,1.80,3.34,4.14,2009,3
lO77K26o,4,8,17,0,2,A,2009-10-18,30,1.73,3.39,4.47,2009,2
lp1s2LjH,4,7,19,2,2,D,2009-10-18,30,2.49,3.22,2.62,2009,4
lrvUd2eD,4,8,19,2,1,H,2009-08-22,21,1.86,3.32,3.85,2009,3
lrxuiVwb,4,7,20,1,4,A,2009-07-18,12,1.99,3.27,3.44,2009,5
lUpv3c6l,4,28,27,1,0,H,2009-07-26,14,1.60,3.56,5.35,2009,1
lx9fGVJr,4,4,23,1,0,H,2009-10-28,32,1.53,3.68,5.93,2009,1
M1wBivcs,4,1,14,1,3,A,2009-10-03,27,1.64,3.46,4.85,2009,4
M7GIqm5O,4,31,8,0,3,A,2009-07-05,9,2.60,3.20,2.47,2009,3
Ma2rhkK8,4,14,29,3,0,H,2009-08-16,19,2.08,3.22,3.22,2009,3
MaCZno2m,4,19,15,3,1,H,2009-11-15,35,1.61,3.56,5.25,2009,4
MBpIn2MH,4,24,3,0,1,A,2009-10-12,29,3.08,3.24,2.19,2009,1
Mcak0aLT,4,12,24,0,1,A,2009-10-17,30,1.62,3.51,5.13,2009,1
MDeqSn7d,4,28,19,2,0,H,2009-09-19,25,2.41,3.23,2.66,2009,2
MeEchvOo,4,29,4,3,0,H,2009-11-15,35,2.28,3.22,2.92,2009,3
MgLcMfic,4,8,24,3,1,H,2009-11-29,37,1.82,3.32,4.07,2009,4
MLg7PbrE,4,29,12,1,2,A,2009-07-26,14,2.48,3.21,2.62,2009,3
MR0YKo79,4,10,30,3,2,H,2009-07-25,14,1.50,3.70,6.29,2009,5
Msi1vlAQ,4,19,4,0,1,A,2009-11-01,33,1.65,3.48,4.80,2009,1
MwkSGEK6,4,20,14,3,0,H,2009-07-30,15,1.57,3.55,5.55,2009,3
MZ4zzVuR,4,17,15,1,0,H,2009-10-31,33,1.69,3.39,4.67,2009,1
n1CQnSGQ,4,28,10,1,0,H,2009-05-31,4,2.22,3.22,2.94,2009,1
n5lsEcQF,4,10,23,3,0,H,2009-06-05,5,1.44,3.86,6.95,2009,3
nag4q5d1,4,27,8,1,0,H,2009-08-20,20,2.82,3.21,2.33,2009,1
naqVmNRL,4,12,14,2,2,D,2009-05-17,2,1.44,3.93,6.52,2009,4
nFso1J3O,4,3,31,1,0,H,2009-06-27,8,1.87,3.29,3.88,2009,1
ni7ES8xp,4,10,7,5,1,H,2009-09-20,25,1.46,3.76,6.48,2009,6
niDxc9P5,4,24,30,0,0,D,2009-05-30,4,1.57,3.53,5.50,2009,0
nL2WvAuE,4,31,14,2,0,H,2009-10-31,33,1.87,3.26,3.77,2009,2
nZaNtKsd,4,1,29,2,1,H,2009-05-23,3,1.56,3.58,5.45,2009,3
nZPQVDZa,4,24,27,3,2,H,2009-08-02,16,1.52,3.69,6.16,2009,5
O0hj0ej7,4,24,20,0,1,A,2009-07-26,14,1.69,3.41,4.68,2009,1
OCMRmC9b,4,27,10,2,1,H,2009-07-16,11,2.35,3.24,2.75,2009,3
OEo5nPWa,4,20,30,3,1,H,2009-11-15,35,1.77,3.45,4.22,2009,4
OEqugV42,4,8,4,1,1,D,2009-08-15,19,1.56,3.56,5.57,2009,2
OfBpzBaG,4,30,12,1,1,D,2009-09-20,25,4.70,3.41,1.67,2009,2
OjwTZ7Is,4,22,3,2,3,A,2009-11-07,34,2.85,3.26,2.27,2009,5
OKfcb7wE,4,22,14,0,1,A,2009-06-13,6,1.69,3.40,4.71,2009,1
OObAUaHd,4,28,7,2,2,D,2009-08-09,18,1.78,3.35,4.15,2009,4
OSCTePTa,4,8,15,1,1,D,2009-06-28,8,1.97,3.27,3.58,2009,2
OWMQsYUj,4,14,3,1,1,D,2009-11-21,36,2.51,3.20,2.57,2009,2
p6qUbW4k,4,15,12,3,4,A,2009-10-25,31,2.70,3.20,2.41,2009,7
pfkOK5mK,4,30,27,1,0,H,2009-08-22,21,2.03,3.24,3.34,2009,1
plOadmfI,4,27,20,1,3,A,2009-05-30,4,2.19,3.20,3.05,2009,4
pMNNlhfh,4,24,12,2,0,H,2009-07-17,11,2.13,3.26,3.13,2009,2
pMZnJW5S,4,23,31,0,1,A,2009-12-05,38,2.07,3.28,3.23,2009,1
pQuNM8el,4,14,28,0,2,A,2009-05-10,1,1.63,3.45,5.03,2009,2
prLnXlUS,4,14,22,1,0,H,2009-09-19,25,1.73,3.36,4.32,2009,1
pUToqHdJ,4,10,22,3,3,D,2009-10-04,27,1.38,4.12,7.38,2009,6
pxGnj5N1,4,12,17,2,2,D,2009-07-12,10,1.73,3.40,4.49,2009,4
Qa7PM7xc,4,1,28,2,1,H,2009-07-24,13,1.79,3.29,4.24,2009,3
Qagx3uZB,4,12,23,2,0,H,2009-06-27,8,1.39,4.19,7.24,2009,2
QB1zvUfK,4,27,28,1,0,H,2009-11-01,33,1.80,3.35,4.00,2009,1
QFPv0Qtr,4,10,24,4,1,H,2009-08-23,21,1.73,3.41,4.38,2009,5
Qkh8rPB7,4,19,1,1,2,A,2009-08-20,20,1.56,3.59,5.65,2009,3
QNii6fW4,4,14,17,0,0,D,2009-09-06,23,2.03,3.22,3.31,2009,0
QsA3biaj,4,1,17,0,2,A,2009-11-29,37,3.47,3.25,2.01,2009,2
QsCtdTvC,4,4,22,2,2,D,2009-05-30,4,1.70,3.42,4.61,2009,4
QTQ3h7vQ,4,28,31,0,1,A,2009-11-07,34,1.89,3.34,3.70,2009,1
r15GeJTp,4,22,1,2,0,H,2009-10-18,30,2.04,3.27,3.33,2009,2
r3fibAZ1,4,30,8,2,0,H,2009-10-22,31,3.67,3.34,1.91,2009,2
r3r8mU2B,4,19,22,3,0,H,2009-08-11,18,1.40,4.07,7.53,2009,3
r9DVmRns,4,1,30,2,0,H,2009-11-08,34,1.76,3.39,4.30,2009,2
rB26jIhb,4,27,24,2,1,H,2009-11-14,35,2.17,3.22,3.12,2009,3
rBbKKBBR,4,29,17,2,0,H,2009-10-29,32,2.61,3.25,2.46,2009,2
rFjijTlL,4,23,20,2,0,H,2009-08-21,20,2.80,3.23,2.32,2009,2
rg7qcydE,4,28,15,6,2,H,2009-07-12,10,2.02,3.25,3.41,2009,8
rgs0roGj,4,10,19,2,1,H,2009-07-19,12,2.25,3.22,2.91,2009,3
rLHOm8bS,4,20,10,2,1,H,2009-09-27,26,2.20,3.23,2.98,2009,3
rmjOHf50,4,19,29,3,2,H,2009-07-30,15,1.66,3.48,4.85,2009,5
rNduTSij,4,17,27,3,0,H,2009-09-20,25,1.61,3.54,5.07,2009,3
rRYQptiU,4,4,31,2,2,D,2009-10-12,29,1.71,3.47,4.42,2009,4
rTuMQUXQ,4,8,27,2,1,H,2009-05-09,1,1.54,3.55,5.60,2009,3
ry0E8xXu,4,19,20,4,0,H,2009-08-30,22,1.85,3.33,3.90,2009,4
ry23E9le,4,10,31,3,1,H,2009-10-29,32,1.59,3.55,5.31,2009,4
rZONdnQl,4,23,27,0,1,A,2009-06-20,7,1.83,3.34,3.92,2009,1
rZQGGqBs,4,12,8,0,0,D,2009-08-30,22,2.18,3.19,3.10,2009,0
S0cO4mbF,4,27,23,2,0,H,2009-09-27,26,1.63,3.52,4.97,2009,2
S0NfHA1K,4,20,29,2,2,D,2009-06-07,5,1.69,3.38,4.51,2009,4
S0ucenpP,4,3,20,3,0,H,2009-10-09,28,1.82,3.42,4.01,2009,3
S22BdVfr,4,30,15,3,3,D,2009-06-05,5,3.32,3.28,2.04,2009,6
S2YA2DyT,4,7,28,4,0,H,2009-11-29,37,1.51,3.75,6.12,2009,4
S2YpVRCe,4,10,17,4,1,H,2009-08-16,19,1.81,3.32,4.08,2009,5
S6re6l8c,4,14,27,0,0,D,2009-07-19,12,2.34,3.19,2.80,2009,0
S8FyzX3a,4,8,10,1,1,D,2009-08-07,17,1.72,3.41,4.55,2009,2
S8q3z4o7,4,4,15,2,0,H,2009-06-13,6,2.41,3.22,2.68,2009,2
